"","OBJECTID","REQUESTID","DESCRIPTION","ADDRESS","INITIATEDDATE","CLOSEDDATE","WORKORDERID","STATUS","CSRNUMBER","x","y"
"34722",38743,1279755,"TREE PLANTING","1605 D STREET NE",1386011711000,NA,"377070","PENDING","13-00281831",-76.9819338949768,38.8946064941058
"34726",38747,1279954,"TREE PLANTING","3818 YUMA STREET NW",1386080653000,1407751631000,"369387","CLOSED","13-00282317",-77.076599361022,38.9461026742147
"34727",38748,1279977,"TREE PLANTING","4816 9TH STREET NW",1386082813000,NA,"370204","PENDING","13-00282371",-77.025584613649,38.9488433102508
"34730",38751,1280066,"TREE PLANTING","3936 1ST STREET SW",1386087852000,NA,"402902","PENDING","13-00282525",-77.0098758682492,38.8327918981518
"34742",38763,1280878,"TREE PLANTING","3166 TENNYSON STREET NW",1386197597000,1422874147000,"402784","CLOSED","13-00284027",-77.0633616838025,38.9726485777101
"34744",38765,1280931,"TREE PLANTING","3016 CHESTNUT STREET NW",1386214877000,1421412693000,"402443","CLOSED","13-00284126",-77.0530537859933,38.9795318532869
"34749",38770,1281114,"TREE PLANTING","710 S STREET NW",1386263479000,1407751631000,"354553","CLOSED","13-00284568",-77.0223047096273,38.9139434531334
"34750",38771,1281123,"TREE PLANTING","1420 CLIFTON STREET NW",1386263659000,1412930166000,"291144","CLOSED","13-00284579",-77.0328040941137,38.922439706799
"34751",38772,1281135,"TREE PLANTING","S STREET NW AND 9TH STREET NW",1386264020000,1407751631000,"291224","CLOSED","13-00284596",-77.0239699875762,38.9140935625954
"34752",38773,1281199,"TREE PLANTING","1600 - 1699 BLOCK OF PARK ROAD NW",1386269059000,1392366262000,NA,"CLOSED","13-00284694",-77.0376444964167,38.9321167824464
"34753",38774,1281202,"TREE PLANTING","3247 MOUNT PLEASANT STREET NW",1386269419000,1392366451000,NA,"CLOSED","13-00284701",-77.0385055829673,38.9321237085616
"34755",38776,1281271,"TREE PLANTING","5818 9TH STREET NW",1386277519000,1413553251000,"402748","CLOSED","13-00284871",-77.0262486630797,38.9611471956349
"34759",38780,1281380,"TREE PLANTING","3601 MACOMB STREET NW",1386303259000,1407751631000,"351252","CLOSED","13-00285093",-77.0711225745492,38.9337272940922
"34760",38781,1281473,"TREE PLANTING","319 VARNUM STREET NW",1386345021000,1409313884000,NA,"CLOSED","13-00285322",-77.0164009774407,38.9434058482829
"34761",38782,1281724,"TREE PLANTING","3824 W STREET NW",1386456819000,1408452492000,NA,"CLOSED","13-00285852",-77.0768024086896,38.9189252820165
"34762",38783,1281990,"TREE PLANTING","2223 40TH STREET NW",1386507922000,1408700119000,NA,"CLOSED","13-00286307",-77.0785289307133,38.9202381798021
"34763",38784,1281992,"TREE PLANTING","2217 40TH STREET NW",1386508461000,1408699967000,NA,"CLOSED","13-00286309",-77.0785298040145,38.9199840542084
"34764",38785,1281993,"TREE PLANTING","3925 W STREET NW",1386509721000,1408702549000,NA,"CLOSED","13-00286310",-77.0783703283992,38.9193581723276
"34765",38786,1282011,"TREE PLANTING","1218 PERRY STREET NE",1386552743000,1413446679000,NA,"CLOSED","13-00286452",-76.9901141197202,38.9363902014267
"34777",38797,1282239,"TREE PLANTING","14TH STREET NW AND SPRING ROAD NW",1386615566000,1413814318000,NA,"CLOSED","13-00286903",-77.0327325162189,38.9370860704697
"34786",38805,1283053,"TREE PLANTING","2922 ELLICOTT TERRACE NW",1386864154000,1408538626000,NA,"CLOSED","13-00288652",-77.0599693726168,38.9525960073997
"34796",38814,1284672,"TREE PLANTING","20TH STREET NW AND Q STREET NW",1387308049000,1409085060000,NA,"CLOSED","13-00292067",-77.0448899394513,38.9111341936276
"34799",38817,1285024,"TREE PLANTING","1435 P STREET NW",1387389593000,1408008138000,NA,"CLOSED","13-00292825",-77.0333749288168,38.9098942683732
"34806",48856,1286204,"TREE PLANTING","311 13TH STREET SE",1387637463000,1417596166000,NA,"CLOSED","13-00295041",-76.9885677932696,38.88501160878
"34807",38824,1286363,"TREE PLANTING","MASSACHUSETTS AVENUE SE AND 18TH STREET SE",1387656003000,1407751631000,NA,"CLOSED","13-00295277",-76.979009714395,38.8853535017613
"34813",38830,1287402,"TREE PLANTING","1400 16TH STREET NW",1388084555000,1426233722000,NA,"CLOSED","13-00297460",-77.0370746449718,38.9090752852266
"34815",38832,1288292,"TREE PLANTING","817 11TH STREET NE",1388258622000,1408541471000,NA,"CLOSED","13-00299076",-76.9912980627224,38.9007183005339
"34816",38833,1288491,"TREE PLANTING","CORCORAN STREET NW AND 15TH STREET NW",1388339804000,1408628278000,NA,"CLOSED","13-00299361",-77.0345546963741,38.9118783733265
"34817",49718,1288519,"TREE PLANTING","215 VARNUM STREET NW",1388359064000,1422969993000,"402685","CLOSED","13-00299439",-77.0147526037104,38.9434464250928
"34818",49109,1288520,"TREE PLANTING","4330 3RD STREET NW",1388359065000,1419936933000,NA,"CLOSED","13-00299440",-77.0157304747031,38.9441065149416
"34819",38834,1288523,"TREE PLANTING","319 VARNUM STREET NW",1388365366000,1409313884000,NA,"CLOSED","13-00299447",-77.0164009774407,38.9434058482829
"34820",38835,1288814,"TREE PLANTING","1708 ALLISON STREET NW",1388430347000,1410521746000,NA,"CLOSED","13-00300031",-77.0393764717719,38.9448670957736
"34821",49608,1288826,"TREE PLANTING","4411 18TH STREET NW",1388431069000,1422604667000,"403049","CLOSED","13-00300054",-77.0409579582233,38.9446245897654
"34822",49206,1288829,"TREE PLANTING","1734 WEBSTER STREET NW",1388431247000,1418976718000,NA,"CLOSED","13-00300061",-77.0404153327082,38.9438112402248
"34823",49207,1288840,"TREE PLANTING","1632 WEBSTER STREET NW",1388431789000,1418977784000,NA,"CLOSED","13-00300084",-77.0385402588316,38.9437853891333
"34824",49525,1288852,"TREE PLANTING","205 PEABODY STREET NW",1388432329000,1421753320000,"403683","CLOSED","13-00300108",-77.0141444088569,38.9629186880705
"34825",38836,1288855,"TREE PLANTING","211 PEABODY STREET NW",1388432507000,1409658443000,NA,"CLOSED","13-00300112",-77.0145447921548,38.9629273769508
"34826",38837,1288862,"TREE PLANTING","219 PEABODY STREET NW",1388432689000,1409658443000,NA,"CLOSED","13-00300125",-77.014956831351,38.9629457918833
"34827",49526,1288864,"TREE PLANTING","244 PEABODY STREET NW",1388432868000,1421752599000,"402525","CLOSED","13-00300130",-77.015813463155,38.9625281465908
"34828",49527,1288867,"TREE PLANTING","123 PEABODY STREET NW",1388432869000,1421754755000,"402524","CLOSED","13-00300133",-77.0130927735934,38.9627663008396
"34832",51550,1289592,"TREE PLANTING","1815 19TH ST NW",1388681097000,1428591496000,NA,"CLOSED","14-00000487",-77.0433706287859,38.9145419920615
"34833",38841,1289615,"TREE PLANTING","1101 HOWARD ROAD SE",1388683437000,1410952891000,NA,"CLOSED","14-00000547",-76.9951981460632,38.8621982016093
"34836",38843,1290259,"TREE PLANTING","4401 3RD STREET SE",1388870283000,NA,NA,"PENDING","14-00002190",-77.0023156753958,38.8263797059292
"34838",49110,1290357,"TREE PLANTING","411 VARNUM STREET NW",1388964035000,1420014371000,NA,"CLOSED","14-00002522",-77.017853020719,38.9433678907849
"34853",38856,1291833,"TREE PLANTING","843 UPSHUR STREET NW",1389371198000,1413970539000,"402765","CLOSED","14-00007064",-77.0246058644848,38.9420817219136
"34855",38858,1291891,"TREE PLANTING","1527 A STREET NE",1389375879000,1416474702000,"402973","CLOSED","14-00007216",-76.9825629605525,38.8907532584841
"34857",49719,1292885,"TREE PLANTING","8 GRANT CIRCLE NW",1389666565000,1422968755000,"403792","CLOSED","14-00009588",-77.0183161563138,38.9429072253447
"34858",38860,1293089,"TREE PLANTING","119 URELL PLACE NE",1389723089000,1401693790000,NA,"CLOSED","14-00010146",-77.0051506960394,38.9419906023859
"34861",49111,1293349,"TREE PLANTING","411 VARNUM STREET NW",1389750629000,1420014406000,NA,"CLOSED","14-00010674",-77.017853020719,38.9433678907849
"34865",38865,1293697,"TREE PLANTING","2809 RITTENHOUSE STREET NW",1389816871000,1414746781000,NA,"CLOSED","14-00011467",-77.0584110751652,38.9700103897232
"34866",48877,1293753,"TREE PLANTING","1223 MORSE STREET NE",1389822633000,1417778078000,NA,"CLOSED","14-00011594",-76.9887078500918,38.9031034018506
"34867",38866,1293843,"TREE PLANTING","3108 GARFIELD STREET NW",1389842614000,1409655851000,NA,"CLOSED","14-00011766",-77.0619834176408,38.9273512803805
"34868",38867,1293963,"TREE PLANTING","4819 10TH STREET NE",1389888336000,1416493888000,NA,"CLOSED","14-00012057",-76.9924123273947,38.9479167502921
"34871",38870,1294384,"TREE PLANTING","758 18TH STREET NE",1389969698000,1415019040000,NA,"CLOSED","14-00012912",-76.9777047496793,38.899773141942
"34873",48903,1294569,"TREE PLANTING","1918 C STREET NE",1389983201000,1418204697000,NA,"CLOSED","14-00013261",-76.9765734492939,38.8935822814296
"34874",38872,1294571,"TREE PLANTING","3153 19TH STREET NW",1389983557000,1409053030000,NA,"CLOSED","14-00013267",-77.0437104213276,38.9312647372425
"34877",38875,1294938,"TREE PLANTING","4907 UPTON STREET NW",1390081843000,1407751631000,"403878","CLOSED","14-00014015",-77.0971968224462,38.9422743330977
"34882",50447,1295752,"TREE PLANTING","525 7TH STREET SE",1390571820000,1425974426000,NA,"CLOSED","14-00016623",-76.9964271396993,38.8819743954514
"34886",48982,1295908,"TREE PLANTING","3903 24TH STREET NE",1390589100000,1418368737000,NA,"CLOSED","14-00017046",-76.9719278412219,38.937355911194
"34889",49112,1296369,"TREE PLANTING","4409 3RD STREET NW",1390789267000,1419937088000,NA,"CLOSED","14-00018298",-77.01527275028,38.944632659558
"34896",49113,1298717,"TREE PLANTING","4409 3RD STREET NW",1391308707000,1419937114000,NA,"CLOSED","14-00024365",-77.01527275028,38.944632659558
"34897",49528,1298718,"TREE PLANTING","4300 3RD STREET NW",1391308886000,1.421751e+12,"405531","CLOSED","14-00024366",-77.0157017066765,38.9433782888706
"34903",38893,1300138,"TREE PLANTING","3317 CROFFUT PLACE SE",1391630913000,1423126470000,"405648","CLOSED","14-00027530",-76.9590450795332,38.886652892132
"34904",38894,1300139,"TREE PLANTING","4200 - 4379 BLOCK OF D STREET SE",1391630913000,1407751631000,NA,"CLOSED","14-00027531",-76.9420096345141,38.8848987709092
"34912",38902,1301245,"TREE PLANTING","3325 B STREET SE",1391797962000,1414756799000,NA,"CLOSED","14-00029531",-76.9578895127217,38.8873765749956
"34914",38904,1301745,"TREE PLANTING","1882 COLUMBIA ROAD NW",1391894622000,1392808734000,NA,"CLOSED","14-00030349",-77.044279199688,38.9193121945265
"34915",38905,1301840,"TREE PLANTING","562 PEABODY STREET NW",1391963745000,NA,"406563","PENDING","14-00030525",-77.0222334915085,38.9625206160319
"34918",38908,1302059,"TREE PLANTING","4300 - 4320 BLOCK OF G STREET SE",1392050868000,1420023499000,NA,"CLOSED","14-00031073",-76.9429284101677,38.880359805814
"34922",38912,1302536,"TREE PLANTING","2207 OTIS STREET NE",1392135651000,1407751631000,NA,"CLOSED","14-00032066",-76.9735714631282,38.9348845067507
"34925",38915,1302934,"TREE PLANTING","2100 19TH STREET NW",1392211614000,1407751631000,NA,"CLOSED","14-00032806",-77.0445181008223,38.917789966071
"34926",38916,1302966,"TREE PLANTING","7000 PINEY BRANCH ROAD NW",1392214852000,1422956824000,"406196","CLOSED","14-00032883",-77.0220947800701,38.97436197865
"34927",38917,1302969,"TREE PLANTING","5TH STREET NW AND CEDAR STREET NW",1392215032000,1420031566000,NA,"CLOSED","14-00032887",-77.0198964891921,38.974799182545
"34928",38918,1303127,"TREE PLANTING","RHODE ISLAND AVENUE NW AND 14TH STREET NW",1392222414000,1431501493000,NA,"CLOSED","14-00033123",-77.0319515669748,38.9088455543765
"34929",38919,1303191,"TREE PLANTING","3822 GARFIELD STREET NW",1392226373000,1415891967000,NA,"CLOSED","14-00033227",-77.0762417518584,38.9273316779102
"34936",38926,1303448,"TREE PLANTING","6349 31ST PLACE NW",1392325378000,NA,NA,"PENDING","14-00033796",-77.0596533959581,38.9739790628926
"34937",38927,1303451,"TREE PLANTING","415 NEW JERSEY AVENUE NW",1392329158000,NA,NA,"PENDING","14-00033822",-77.0106860405222,38.8953974357466
"34942",38932,1303601,"TREE PLANTING","1835 PHELPS PLACE NW",1392414840000,1392717940000,NA,"CLOSED","14-00034577",-77.0485926427395,38.9158142563386
"34946",38936,1304017,"TREE PLANTING","20TH STREET NW AND S STREET NW",1392667570000,1407751631000,NA,"CLOSED","14-00035520",-77.0448760086037,38.9140985736882
"34949",38939,1304257,"TREE PLANTING","14TH STREET NW AND T STREET NW",1392742813000,NA,NA,"PENDING","14-00036092",-77.0319578111352,38.9155761345971
"34954",38944,1304462,"TREE PLANTING","1418 MADISON STREET NW",1392758834000,1397742329000,NA,"CLOSED","14-00036544",-77.0345977824931,38.9581498667952
"34958",38948,1304920,"TREE PLANTING","2501 NORTHAMPTON STREET NW",1392836359000,1427703652000,"409453","CLOSED","14-00037567",-77.0545446726696,38.9676374136653
"34960",38950,1304987,"TREE PLANTING","3420 DIX STREET NE",1392841216000,NA,NA,"PENDING","14-00037705",-76.9567403610957,38.8949706659723
"34971",38961,1305441,"TREE PLANTING","1350 UPSHUR STREET NW",1392920600000,1413972984000,"408133","CLOSED","14-00038657",-77.0312297173212,38.9415418043505
"34973",38963,1305570,"TREE PLANTING","4106 INGOMAR STREET NW",1392930860000,1393423333000,NA,"CLOSED","14-00038927",-77.0809605626564,38.9578115752604
"34980",38970,1305982,"TREE PLANTING","2001 16TH STREET NW",1393007543000,NA,"408040","PENDING","14-00039884",-77.0361466787723,38.9178312311402
"34981",38971,1306104,"TREE PLANTING","146 D STREET SE",1393017263000,1394016391000,NA,"CLOSED","14-00040153",-77.0040964807148,38.8852352338271
"34983",38973,1306422,"TREE PLANTING","PARK ROAD NW AND MOUNT PLEASANT STREET NW",1393091073000,1407751631000,NA,"CLOSED","14-00040837",-77.0399210681312,38.9325217611558
"34984",38974,1306436,"TREE PLANTING","3314 MOUNT PLEASANT STREET NW",1393091788000,1411545442000,"407534","CLOSED","14-00040858",-77.0401584682762,38.9330052457341
"34990",38980,1306679,"TREE PLANTING","2400 N STREET NW",1393115012000,1407751631000,NA,"CLOSED","14-00041302",-77.0519529743862,38.9070047228645
"34991",38981,1306702,"TREE PLANTING","1428 WISCONSIN AVENUE NW",1393120953000,1407751631000,NA,"CLOSED","14-00041331",-77.0640503727711,38.9084378009412
"34992",38982,1306705,"TREE PLANTING","2147 N STREET NW",1393121858000,NA,NA,"PENDING","14-00041338",-77.048541378829,38.9074143584741
"34993",38983,1306706,"TREE PLANTING","1320 21ST STREET NW",1393121862000,NA,NA,"PENDING","14-00041340",-77.0469664363336,38.908073512526
"34994",38984,1306708,"TREE PLANTING","2147 N STREET NW",1393122389000,1393244141000,NA,"CLOSED","14-00041344",-77.048541378829,38.9074143584741
"34995",38985,1306709,"TREE PLANTING","1320 21ST STREET NW",1393122573000,1393244219000,NA,"CLOSED","14-00041345",-77.0469664363336,38.908073512526
"34996",38986,1306710,"TREE PLANTING","WISCONSIN AVENUE NW AND RESERVOIR ROAD NW",1393122755000,1393230943000,NA,"CLOSED","14-00041347",-77.0661828708816,38.9127762026348
"35003",38993,1306759,"TREE PLANTING","6217 NEBRASKA AVENUE NW",1393183596000,NA,"409538","PENDING","14-00041503",-77.0541294992345,38.9703781846637
"35004",38994,1306760,"TREE PLANTING","6217 NEBRASKA AVENUE NW",1393183950000,1421412814000,"409539","CLOSED","14-00041509",-77.0541294992345,38.9703781846637
"35006",38996,1306767,"TREE PLANTING","1336 PARKWOOD PLACE NW",1393189899000,NA,"407720","PENDING","14-00041551",-77.0310132985836,38.9351237206504
"35011",39001,1306933,"TREE PLANTING","2616 GARFIELD STREET NW",1393252323000,1393412911000,NA,"CLOSED","14-00042000",-77.0541640820125,38.9264547847092
"35012",39002,1306934,"TREE PLANTING","2616 GARFIELD STREET NW",1393252353000,1393412943000,NA,"CLOSED","14-00042001",-77.0541640820125,38.9264547847092
"35013",39003,1306935,"TREE PLANTING","2616 GARFIELD STREET NW",1393252382000,1393412969000,NA,"CLOSED","14-00042002",-77.0541640820125,38.9264547847092
"35015",39005,1306973,"TREE PLANTING","906 13TH STREET NE",1393254146000,1393594206000,NA,"CLOSED","14-00042144",-76.9885309878654,38.9017438434705
"35019",39009,1307078,"TREE PLANTING","1229 10TH STREET NW",1393259907000,1409053175000,NA,"CLOSED","14-00042417",-77.025753281366,38.9067240877326
"35020",39010,1307082,"TREE PLANTING","1330 21ST STREET NW",1393260085000,NA,NA,"PENDING","14-00042422",-77.0468940165948,38.9082268637033
"35021",39011,1307084,"TREE PLANTING","2700 16TH STREET NW",1393260085000,NA,NA,"PENDING","14-00042426",-77.03688170901,38.9250418960032
"35022",39012,1307107,"TREE PLANTING","2912 ELLICOTT TERRACE NW",1393262064000,1407751631000,NA,"CLOSED","14-00042494",-77.0594562259093,38.9524647487047
"35023",39013,1307175,"TREE PLANTING","227 R STREET NW",1393267466000,NA,NA,"PENDING","14-00042676",-77.0148552263877,38.9128080557362
"35031",39021,1307391,"TREE PLANTING","1421 MASSACHUSETTS AVENUE NW",1393287267000,1428591569000,NA,"CLOSED","14-00043229",-77.0331715877839,38.9065195290398
"35033",39023,1307511,"TREE PLANTING","1354 JONQUIL STREET NW",1393338054000,1421167791000,"409648","CLOSED","14-00043514",-77.0325658897555,38.9838923949859
"35035",39025,1307630,"TREE PLANTING","319 VARNUM STREET NW",1393348108000,1409313884000,NA,"CLOSED","14-00043812",-77.0164009774407,38.9434058482829
"35036",39026,1307632,"TREE PLANTING","4409 3RD STREET NW",1393348110000,1419937138000,NA,"CLOSED","14-00043814",-77.01527275028,38.944632659558
"35037",39027,1307699,"TREE PLANTING","16TH STREET NW AND S STREET NW",1393353153000,1407751631000,NA,"CLOSED","14-00043948",-77.0365109957423,38.9141004961375
"35041",39031,1308226,"TREE PLANTING","1918 C STREET NE",1393439553000,NA,NA,"PENDING","14-00045078",-76.9765734492939,38.8935822814296
"35043",39033,1308525,"TREE PLANTING","1604 20TH STREET NW",1393511016000,1394799026000,NA,"CLOSED","14-00045784",-77.045132974603,38.911471462443
"35045",39035,1308568,"TREE PLANTING","2020 19TH STREET NW",1393513716000,1416389322000,NA,"CLOSED","14-00045892",-77.0443795489254,38.9173169912305
"35046",39036,1308571,"TREE PLANTING","1933 S STREET NW",1393513900000,1407751631000,NA,"CLOSED","14-00045898",-77.0446936113483,38.914306285795
"35047",39037,1308575,"TREE PLANTING","1607 CONNECTICUT AVENUE NW",1393514076000,NA,NA,"PENDING","14-00045906",-77.0441919422112,38.9115527170797
"35048",39038,1308622,"TREE PLANTING","600 F STREET NW",1393516957000,1428591700000,NA,"CLOSED","14-00046005",-77.0201254312818,38.8971088613584
"35049",39039,1308657,"TREE PLANTING","I STREET NW AND 20TH STREET NW",1393520736000,1407751631000,"408351","CLOSED","14-00046103",-77.0449044148624,38.9013452631786
"35050",39040,1308658,"TREE PLANTING","4323 3RD STREET NW",1393520736000,NA,NA,"PENDING","14-00046104",-77.0152369553861,38.9439287567397
"35053",39043,1308938,"TREE PLANTING","1200 G STREET SE",1393551156000,1393595769000,NA,"CLOSED","14-00046862",-76.9900324024999,38.8815018051093
"35056",39046,1309064,"TREE PLANTING","1375 KENYON STREET NW",1393602819000,1406101199000,NA,"CLOSED","14-00047267",-77.0318532649285,38.9298582294031
"35059",39049,1309108,"TREE PLANTING","15TH STREET NW AND HARVARD STREET NW",1393606061000,1416587652000,NA,"CLOSED","14-00047382",-77.0354860273631,38.9263329499677
"35063",39053,1309361,"TREE PLANTING","1503 HARVARD STREET NW",1393630899000,1394706873000,NA,"CLOSED","14-00048025",-77.0356874590346,38.9264828771122
"35064",39054,1309365,"TREE PLANTING","1505 HARVARD STREET NW",1393631080000,NA,NA,"PENDING","14-00048030",-77.0357508807857,38.9264691650847
"35065",39055,1309368,"TREE PLANTING","14TH STREET NW AND FAIRMONT STREET NW",1393631260000,1430228225000,"409619","CLOSED","14-00048032",-77.0322221135312,38.9245488971189
"35066",39056,1309371,"TREE PLANTING","1473 GIRARD STREET NW",1393631440000,1410446322000,"409646","CLOSED","14-00048038",-77.0351802471028,38.9255204020356
"35069",39059,1309685,"TREE PLANTING","2718 CENTRAL AVENUE NE",1393709022000,1415105927000,NA,"CLOSED","14-00048659",-76.9635903945865,38.9274946499127
"35070",39060,1309806,"TREE PLANTING","1390 KENYON STREET NW",1393776885000,1406101199000,NA,"CLOSED","14-00048889",-77.0322142594431,38.9296270672581
"35071",39061,1309823,"TREE PLANTING","725 EUCLID STREET NW",1393786066000,1394801481000,NA,"CLOSED","14-00048965",-77.0234955372178,38.9243297332146
"35072",39062,1309827,"TREE PLANTING","1393 F STREET NE",1393787687000,1407751631000,NA,"CLOSED","14-00048982",-76.9857719877654,38.8971441410595
"35073",39063,1309843,"TREE PLANTING","4314 3RD STREET NW",1393808028000,1395230947000,NA,"CLOSED","14-00049045",-77.0157120482884,38.9437197916623
"35075",39065,1309856,"TREE PLANTING","820 4TH STREET NE",1393826206000,NA,NA,"PENDING","14-00049074",-77.0007759505522,38.9009019419845
"35080",39070,1310134,"TREE PLANTING","5440 31ST STREET NW",1393965532000,1414761784000,"410542","CLOSED","14-00050084",-77.0627497548934,38.9622041150816
"35095",39085,1310981,"TREE PLANTING","3400 DENT PLACE NW",1394133478000,NA,NA,"PENDING","14-00052510",-77.0680213685799,38.9115643354081
"35096",39086,1311027,"TREE PLANTING","4626 8TH STREET NW",1394137438000,1421402345000,"410300","CLOSED","14-00052636",-77.0238079105959,38.9470291477511
"35098",39088,1311238,"TREE PLANTING","5802 8TH STREET NE",1394200081000,1395221822000,NA,"CLOSED","14-00053304",-76.9952351727991,38.9582783925641
"35103",39093,1311449,"TREE PLANTING","1767 COLUMBIA ROAD NW",1394216460000,1407751631000,NA,"CLOSED","14-00053887",-77.0418300511769,38.923616914755
"35104",39094,1311451,"TREE PLANTING","MOUNT PLEASANT STREET NW AND HOBART STREET NW",1394216462000,1410976820000,NA,"CLOSED","14-00053891",-77.0370084191698,38.927874161012
"35105",39095,1311457,"TREE PLANTING","1504 21ST STREET NW",1394216821000,1407751631000,NA,"CLOSED","14-00053898",-77.0468748301579,38.9099089999888
"35106",39096,1311511,"TREE PLANTING","1322 QUINCY STREET NW",1394221501000,1418982701000,"409540","CLOSED","14-00054064",-77.030464226984,38.9374145857866
"35108",39098,1311677,"TREE PLANTING","1603 KEARNY STREET NE",1394251933000,1417607491000,NA,"CLOSED","14-00054510",-76.9821877984115,38.9307961861871
"35110",39100,1311777,"TREE PLANTING","760 LAMONT STREET NW",1394295664000,1416409067000,"410039","CLOSED","14-00054770",-77.025310196358,38.9307241770378
"35116",39106,1312124,"TREE PLANTING","209 VARNUM STREET NW",1394338146000,1395231123000,NA,"CLOSED","14-00055379",-77.0145407029578,38.9434525772826
"35117",39107,1312125,"TREE PLANTING","4323 3RD STREET NW",1394338146000,1395230842000,NA,"CLOSED","14-00055380",-77.0152369553861,38.9439287567397
"35119",39109,1312135,"TREE PLANTING","KALORAMA ROAD NW AND COLUMBIA ROAD NW",1394370912000,1430228844000,"409664","CLOSED","14-00055410",-77.044399925613,38.9196714008924
"35120",39110,1312137,"TREE PLANTING","1422 WISCONSIN AVENUE NW",1394371086000,NA,NA,"PENDING","14-00055414",-77.0639898352116,38.9083010873768
"35121",39111,1312138,"TREE PLANTING","1432 WISCONSIN AVENUE NW",1394371267000,1394635946000,NA,"CLOSED","14-00055418",-77.0640731149681,38.9084700383599
"35123",39113,1312140,"TREE PLANTING","2916 ELLICOTT TERRACE NW",1394371447000,1418725513000,"409462","CLOSED","14-00055420",-77.0597349725759,38.9524891091129
"35124",39114,1312142,"TREE PLANTING","1422 WISCONSIN AVENUE NW",1394371626000,NA,NA,"PENDING","14-00055422",-77.0639898352116,38.9083010873768
"35125",39115,1312143,"TREE PLANTING","WISCONSIN AVENUE NW AND RESERVOIR ROAD NW",1394371626000,1394534959000,NA,"CLOSED","14-00055425",-77.0661828708816,38.9127762026348
"35128",39118,1312199,"TREE PLANTING","1004 IRVING STREET NW",1394397728000,1416409145000,NA,"CLOSED","14-00055615",-77.0267509322104,38.9286074434002
"35129",39119,1312216,"TREE PLANTING","4323 3RD STREET NW",1394400968000,1395230993000,NA,"CLOSED","14-00055646",-77.0152369553861,38.9439287567397
"35131",39121,1312341,"TREE PLANTING","1800 - 1899 BLOCK OF MONROE STREET NW",1394457672000,1407751631000,NA,"CLOSED","14-00056015",-77.0427411153063,38.9332950278237
"35133",39123,1312394,"TREE PLANTING","5331 16TH STREET NW",1394459651000,1394613324000,NA,"CLOSED","14-00056144",-77.0360454529176,38.9548220464097
"35134",39124,1312395,"TREE PLANTING","5600 16TH STREET NW",1394459651000,1394613181000,NA,"CLOSED","14-00056149",-77.0367669925087,38.9577522105996
"35135",39125,1312399,"TREE PLANTING","1625 NICHOLSON STREET NW",1394459652000,1395235922000,NA,"CLOSED","14-00056155",-77.0372352991081,38.9603984192033
"35136",39126,1312415,"TREE PLANTING","1625 NICHOLSON STREET NW",1394460193000,1407751631000,NA,"CLOSED","14-00056196",-77.0372352991081,38.9603984192033
"35137",39127,1312433,"TREE PLANTING","719 GALLATIN STREET NW",1394460910000,1413885984000,NA,"CLOSED","14-00056235",-77.0229503872181,38.9521943951313
"35138",39128,1312471,"TREE PLANTING","1307 HOLLY STREET NW",1394463250000,1394779522000,NA,"CLOSED","14-00056347",-77.0313129629978,38.980587171242
"35140",39130,1312518,"TREE PLANTING","2801 RITTENHOUSE STREET NW",1394465954000,NA,NA,"PENDING","14-00056487",-77.0580393010891,38.9700464276429
"35143",39133,1312603,"TREE PLANTING","1651 WISCONSIN AVENUE NW",1394470811000,1407751631000,NA,"CLOSED","14-00056700",-77.0653838229102,38.9117692495576
"35144",39134,1312608,"TREE PLANTING","1525 WISCONSIN AVENUE NW",1394471170000,1407751631000,NA,"CLOSED","14-00056719",-77.0644569542139,38.90989548832
"35145",39135,1312611,"TREE PLANTING","RIGGS STREET NW AND 14TH STREET NW",1394471350000,NA,NA,"PENDING","14-00056729",-77.0319542801255,38.9133572019398
"35146",39136,1312613,"TREE PLANTING","14TH STREET NW AND Q STREET NW",1394471531000,1394801010000,NA,"CLOSED","14-00056737",-77.0319543228672,38.9111365558181
"35148",39138,1312716,"TREE PLANTING","3317 DENT PLACE NW",1394478190000,NA,NA,"PENDING","14-00056988",-77.0668291545165,38.9119280596519
"35151",39141,1312761,"TREE PLANTING","3936 1ST STREET SW",1394482510000,NA,NA,"PENDING","14-00057173",-77.0098758682492,38.8327918981518
"35163",39153,1313098,"TREE PLANTING","4902 3RD STREET NW",1394552714000,1395211485000,NA,"CLOSED","14-00058219",-77.0160719257718,38.9502695741797
"35164",39154,1313109,"TREE PLANTING","4215 ILLINOIS AVENUE NW",1394553433000,1395043669000,NA,"CLOSED","14-00058255",-77.018616104201,38.9425972928147
"35165",39155,1313110,"TREE PLANTING","4125 NEW HAMPSHIRE AVENUE NW",1394553614000,1418885049000,NA,"CLOSED","14-00058257",-77.0201471740774,38.9414374017196
"35166",39156,1313221,"TREE PLANTING","3501 TILDEN STREET NW",1394559376000,1408028150000,NA,"CLOSED","14-00058510",-77.0689025618098,38.9415881856589
"35167",39157,1313225,"TREE PLANTING","3910 RENO ROAD NW",1394559556000,1394705678000,NA,"CLOSED","14-00058517",-77.0680848731777,38.9407658472232
"35168",39158,1313226,"TREE PLANTING","3501 SPRINGLAND LANE NW",1394559734000,1394705655000,NA,"CLOSED","14-00058520",-77.067982626783,38.9405943888003
"35169",39159,1313227,"TREE PLANTING","3950 37TH STREET NW",1394559914000,1394705840000,NA,"CLOSED","14-00058521",-77.071957527635,38.9407301065553
